codigo;grupo;dia;inicio;fin;modalidad;profesor
MA1103;13;VIE;13:00;14:50;Regular;FIGUEROA MATA GEOVANNI
MA1103;14;MIE;15:00;16:50;Regular;CALDERON SOLANO MANUEL
MA1103;14;VIE;15:00;16:50;Regular;CALDERON SOLANO MANUEL
MA1103;15;MIE;16:00;17:50;Regular;PARRA RODRIGUEZ EMMANUELLE
MA1103;15;VIE;16:00;17:50;Regular;PARRA RODRIGUEZ EMMANUELLE
MA1103;16;MIE;17:00;18:50;Grupo RN;CALDERON SOLANO MANUEL
MA1103;16;VIE;17:00;18:50;Grupo RN;CALDERON SOLANO MANUEL
MA1103;17;MIE;18:00;19:50;Semipresencial;MORA PICADO LUIS FERNANDO
MA1103;17;VIE;18:00;19:50;Semipresencial;MORA PICADO LUIS FERNANDO
MA1103;18;SAB;07:30;11:20;Semipresencial;BRENES GOMEZ  RANDALL
MA1103;19;JUE;07:30;11:20;Tutoría;JIMENEZ MADRIGAL JORGE
MA2104;1;MIE;09:30;11:20;Regular;MONGE FALLAS JORGE
MA2104;1;VIE;09:30;11:20;Regular;MONGE FALLAS JORGE
MA2104;2;MAR;18:00;19:50;Semipresencial;BORBON ALPIZAR ALEXANDER
MA2104;2;JUE;18:00;19:50;Semipresencial;BORBON ALPIZAR ALEXANDER
MA2104;3;MIE;15:00;16:50;Regular;VALVERDE SANCHEZ SAMUEL
MA2104;3;VIE;15:00;16:50;Regular;VALVERDE SANCHEZ SAMUEL
MA2104;4;MAR;09:30;11:20;Regular;JIMENEZ ROMERO ALEJANDRA
MA2104;4;JUE;09:30;11:20;Regular;JIMENEZ ROMERO ALEJANDRA
MA2104;5;MIE;18:00;19:50;Semipresencial;OVIEDO UGALDE NORBERTO
MA2104;5;VIE;18:00;19:50;Semipresencial;OVIEDO UGALDE NORBERTO
MA2104;6;SAB;07:30;11:20;Regular;ESQUIVEL SAMUDIO JEISON
MA2104;7;MAR;13:00;14:50;Regular;CHACON VARGAS ERICK
MA2104;7;JUE;13:00;14:50;Regular;CHACON VARGAS ERICK
MI2101;1;LUN;07:30;11:20;Regular;BERMUDEZ CHACON MARVIN
MI2101;2;LUN;17:00;20:50;Regular;BONILLA GUIDO FRANCISCO
MI2101;3;MAR;07:30;11:20;Regular;CORDOBA RAMIREZ LUIS FELIPE
MI2101;4;MAR;17:00;20:50;Regular;JIMENEZ CECILIANO MAXIMINO
MI2101;5;MIE;07:30;11:20;Regular;MARIN GUILLEN FRANK
MI2101;6;MIE;13:00;16:50;Regular;MARIN GUILLEN FRANK
MI2101;7;MIE;17:00;20:50;Regular;HERNANDEZ GONZALEZ VICTOR JULIO
MI2101;8;JUE;13:00;16:50;Regular;HERNANDEZ GONZALEZ VICTOR JULIO
MI2101;9;VIE;07:30;11:20;Regular;UREÑA SANDI NOEL
MI2101;10;VIE;07:30;11:20;Regular;JACKSON QUIROS HERBERT
MI2101;11;MAR;17:00;20:50;Regular;BONILLA GUIDO FRANCISCO
MI2101;12;VIE;13:00;16:50;Regular;ROJAS GOMEZ JULIO CESAR
MI2109;1;MAR;07:30;11:20;Semipresencial;VEGA SANCHEZ CHRISTOPHER
MI2109;2;MIE;13:00;16:50;Regular;SALAS MOYA LAURA
MI2109;3;JUE;07:30;11:20;Semipresencial;MORERA HIDALGO JULIO
PI2304;1;MAR;13:00;16:50;Regular;HASBUM FERNANDEZ  IVANNIA
PI2304;2;MAR;07:30;11:20;Regular;DANIELS CHAN ESTEBAN
PI2610;1;JUE;13:00;16:50;Regular;ROBLES OBANDO NATALIA
PI2610;2;MIE;07:30;11:20;Regular;ALEGRIA GRANADOS MELISSA
PI2610;3;MIE;17:00;20:50;Regular;SILES SOLANO ANA CATALINA
PI3501;1;MAR;07:30;10:20;Regular;MADRIZ QUIROS CARMEN
PI3501;2;MAR;17:00;19:50;Regular;BRENES MORALES ORLANDO
PI3501;3;MIE;13:00;15:50;Regular;BRENES MORALES ORLANDO
PI3502;1;JUE;07:30;10:20;Regular;ALVAREZ SOLORZANO DIOGENES
PI3502;2;VIE;07:30;10:20;Regular;CORDERO MEZA HAROLD
QU1102;1;MAR;07:30;09:20;Regular;SALAS JIMENEZ JUAN CARLOS
QU1102;2;MAR;09:30;11:20;Regular;CALLEJA AMADOR CARLOS ENRIQUE
QU1102;3;MAR;13:00;14:50;Regular;CALLEJA AMADOR CARLOS ENRIQUE
QU1102;4;MAR;15:00;16:50;Regular;MATA MATA ALEJANDRA
QU1102;5;MIE;07:30;09:20;Regular;MORA MOLINA JESUS
QU1102;6;MIE;09:30;11:20;Regular;MORA MOLINA JESUS
QU1102;7;MIE;13:00;14:50;Regular;MORA MOLINA JESUS
QU1102;8;MIE;15:00;16:50;Regular;HERNANDEZ ALPIZAR LAURA
QU1102;9;JUE;07:30;09:20;Regular;QUIROS BUSTOS NOEMI
QU1102;10;JUE;09:30;11:20;Regular;QUIROS BUSTOS NOEMI
QU1102;11;JUE;13:00;14:50;Regular;CALLEJA AMADOR CARLOS ENRIQUE
QU1102;13;VIE;07:30;09:20;Regular;SOTO CORDOBA SILVIA
QU1102;15;VIE;13:00;14:50;Regular;LEDEZMA ESPINOZA AURA
QU1104;2;MAR;07:30;09:20;Regular;SANCHEZ KOPPER ANDRES
QU1104;4;MAR;09:30;11:20;Regular;MATA SOLANO ROGELIO
QU1104;5;MAR;09:30;11:20;Regular;SANCHEZ KOPPER ANDRES
QU1104;6;MAR;13:00;14:50;Regular;MORA MOLINA JESUS
QU1104;7;MAR;13:00;14:50;Regular;HERRERA NUÑEZ JACQUELINE MARIA
QU1104;8;MAR;13:00;14:50;Regular;MATA SOLANO ROGELIO
QU1104;9;MAR;15:00;16:50;Regular;MORA MOLINA JESUS
QU1104;11;MIE;07:30;09:20;Regular;ROBLES CHAVEZ DIANA
QU1104;12;MIE;07:30;09:20;Regular;ULATE MOLINA RICARDO ENRIQUE
QU1104;13;MIE;09:30;11:20;Regular;ROBLES CHAVEZ DIANA
QU1104;14;MIE;09:30;11:20;Regular;ULATE MOLINA RICARDO ENRIQUE
QU1104;15;MIE;09:30;11:20;Regular;SALAZAR ROJAS TERESA
QU1104;16;MIE;13:00;14:50;Regular;HERRERA NUÑEZ JACQUELINE MARIA
QU1104;17;MIE;13:00;14:50;Regular;ULATE MOLINA RICARDO ENRIQUE
QU1104;18;MIE;13:00;14:50;Regular;SALAZAR ROJAS TERESA
QU1104;19;MIE;15:00;16:50;Regular;ROBLES CHAVEZ DIANA
QU1104;21;JUE;07:30;09:20;Regular;SANCHEZ KOPPER ANDRES
QU1104;22;JUE;07:30;09:20;Regular;SANDOVAL MORA JOSE ALBERTO
QU1104;23;JUE;09:30;11:20;Regular;ABARCA GUERRERO LILLIANA
QU1104;24;JUE;09:30;11:20;Regular;SANDOVAL MORA JOSE ALBERTO
QU1104;26;JUE;13:00;14:50;Regular;FLORES CANTILLO ADRIAN
QU1104;27;JUE;13:00;14:50;Regular;ROMERO BLANCO ERIC
QU1104;28;JUE;15:00;16:50;Regular;ABARCA GUERRERO LILLIANA
QU1104;29;JUE;15:00;16:50;Regular;ROMERO BLANCO ERIC
QU1104;31;VIE;09:30;11:20;Regular;ARAYA MARCHENA MARIO
QU1106;1;MAR;07:30;09:20;Semipresencial;PORRAS ACOSTA MARIA
QU1106;1;JUE;07:30;09:20;Semipresencial;PORRAS ACOSTA MARIA
QU1106;2;MAR;07:30;09:20;Semipresencial;CALLEJA AMADOR CARLOS ENRIQUE
QU1106;2;JUE;07:30;09:20;Semipresencial;CALLEJA AMADOR CARLOS ENRIQUE
QU1106;3;MAR;09:30;11:20;Semipresencial;PORRAS ACOSTA MARIA
QU1106;3;JUE;09:30;11:20;Semipresencial;PORRAS ACOSTA MARIA
QU1106;5;MAR;13:00;14:50;Semipresencial;SOTO CORDOBA SILVIA
QU1106;5;JUE;13:00;14:50;Semipresencial;SOTO CORDOBA SILVIA
QU1106;7;MAR;15:00;16:50;Semipresencial;QUIROS BUSTOS NOEMI
QU1106;7;JUE;15:00;16:50;Semipresencial;QUIROS BUSTOS NOEMI
QU1106;9;MIE;09:30;11:20;Semipresencial;PORRAS ACOSTA MARIA
QU1106;9;VIE;09:30;11:20;Semipresencial;PORRAS ACOSTA MARIA
QU1106;11;MIE;13:00;14:50;Semipresencial;VILLALTA ROMERO FABIAN
QU1106;11;VIE;13:00;14:50;Semipresencial;VILLALTA ROMERO FABIAN
QU1107;1;MAR;07:30;09:20;Semipresencial;ARAYA CARVAJAL FABIO
QU1107;1;JUE;07:30;09:20;Semipresencial;ARAYA CARVAJAL FABIO
QU1107;3;MAR;09:30;11:20;Semipresencial;SALAS JIMENEZ JUAN CARLOS
QU1107;3;JUE;09:30;11:20;Semipresencial;SALAS JIMENEZ JUAN CARLOS
QU1107;4;MAR;09:30;11:20;Semipresencial;STARBIRD PEREZ RICARDO
QU1107;4;JUE;09:30;11:20;Semipresencial;STARBIRD PEREZ RICARDO
QU1107;5;MAR;13:00;14:50;Semipresencial;ARAYA CARVAJAL FABIO
QU1107;5;JUE;13:00;14:50;Semipresencial;ARAYA CARVAJAL FABIO
QU1107;6;MAR;15:00;16:50;Semipresencial;SALAS JIMENEZ JUAN CARLOS
QU1107;6;JUE;15:00;16:50;Semipresencial;SALAS JIMENEZ JUAN CARLOS
QU1107;7;MIE;07:30;09:20;Semipresencial;VARGAS CAMARENO MARICRUZ
QU1107;7;VIE;07:30;09:20;Semipresencial;VARGAS CAMARENO MARICRUZ
QU1107;9;MIE;09:30;11:20;Semipresencial;ARCE ROJAS HEILEN
QU1107;9;VIE;09:30;11:20;Semipresencial;ARCE ROJAS HEILEN
QU1107;10;MIE;09:30;11:20;Semipresencial;VARGAS CAMARENO MARICRUZ
QU1107;10;VIE;09:30;11:20;Semipresencial;VARGAS CAMARENO MARICRUZ
QU1107;11;MIE;13:00;14:50;Semipresencial;VARGAS CAMARENO MARICRUZ
QU1107;11;VIE;13:00;14:50;Semipresencial;VARGAS CAMARENO MARICRUZ
QU1107;12;MIE;13:00;14:50;Semipresencial;STARBIRD PEREZ RICARDO
QU1107;12;VIE;13:00;14:50;Semipresencial;STARBIRD PEREZ RICARDO
QU1107;13;MIE;15:00;16:50;Semipresencial;LEDEZMA ESPINOZA AURA
QU1107;13;VIE;15:00;16:50;Semipresencial;LEDEZMA ESPINOZA AURA
QU1107;14;MIE;13:00;14:50;Taller;ARCE ROJAS HEILEN
QU1107;14;VIE;13:00;14:50;Taller;ARCE ROJAS HEILEN
SE1101;1;LUN;09:30;11:20;Regular;DE SIMONE CASTELLON ALEXANDRA
SE1101;2;MAR;17:00;18:50;Regular;GOMEZ JIMENEZ ANDREA
SE1101;3;MIE;15:00;16:50;Regular;GOMEZ JIMENEZ ANDREA
SE1102;1;LUN;07:30;09:20;Virtual;VALERIN ROJAS SOFIA
SE1102;2;LUN;18:00;19:50;Regular;BARRANTES ALVARADO IVAN
SE1102;3;MAR;07:30;09:20;Virtual;VALERIN ROJAS SOFIA
SE1102;4;MIE;07:30;09:20;Virtual;VALERIN ROJAS SOFIA
SE1102;5;MIE;09:30;11:20;Virtual;VALERIN ROJAS SOFIA
SE1102;6;MAR;09:30;11:20;Regular;BARRANTES ALVARADO IVAN
SE1103;1;JUE;09:30;11:20;Regular;QUESADA VILLALOBOS JORGE
SE1104;1;LUN;17:00;18:50;Regular;DIAZ BRENES NELSON
SE1104;2;MAR;17:00;18:50;Regular;DIAZ BRENES NELSON
SE1104;3;MIE;17:00;18:50;Regular;DIAZ BRENES NELSON
SE1104;4;VIE;09:30;11:20;Regular;COTO GUZMAN ALICIA
SE1105;1;LUN;07:30;09:20;Regular;CASTILLO ULATE ELENA
SE1105;2;MAR;09:30;11:20;Regular;MONGE PEREZ LUIS DIEGO
SE1105;3;MAR;13:00;14:50;Regular;MONGE PEREZ LUIS DIEGO
SE1105;4;MAR;15:00;16:50;Regular;MEZA SOLANO VINICIO
SE1105;5;MAR;17:00;18:50;Regular;MEZA SOLANO VINICIO
SE1105;6;JUE;15:00;16:50;Regular;MEZA SOLANO VINICIO
SE1105;7;JUE;18:00;19:50;Regular;MONGE PEREZ LUIS DIEGO
SE1105;8;VIE;13:00;14:50;Regular;CASTILLO ULATE ELENA
SE1106;1;MAR;07:30;09:20;Regular;RAMOS VARGAS ARNOLDO
SE1107;1;MAR;09:30;11:20;Regular;COTO GUZMAN ALICIA
SE1107;2;VIE;13:00;14:50;Regular;DIAZ BRENES NELSON
SE1107;3;JUE;09:30;11:20;Regular;COTO GUZMAN ALICIA
SE1109;1;LUN;07:30;09:20;Virtual;SANCHO MARTINEZ LAURA KARINA
SE1109;2;MIE;07:30;09:20;Virtual;SANCHO MARTINEZ LAURA KARINA
SE1201;1;MAR;07:30;09:20;Regular;LORIA SOLANO JOHNNY
SE1201;2;MIE;07:30;09:20;Regular;LORIA SOLANO JOHNNY
SE1204;1;LUN;07:30;09:20;Regular;LOAIZA SOTO BIERY
SE1204;2;LUN;09:30;11:20;Regular;LOAIZA SOTO BIERY
SE1204;3;MAR;17:00;18:50;Regular;SANCHEZ PEREZ LISBETH
SE1204;4;MIE;07:30;09:20;Regular;LOAIZA SOTO BIERY
SE1204;5;MIE;09:30;11:20;Regular;BOGANTES GARCIA FERNANDO
SE1204;6;MIE;13:00;14:50;Regular;SANCHEZ PEREZ LISBETH
SE1204;7;MIE;15:00;16:50;Regular;SANCHEZ PEREZ LISBETH
SE1204;8;JUE;09:30;11:20;Regular;SANCHEZ PEREZ LISBETH
SE1204;9;JUE;17:00;18:50;Regular;MENDEZ SOLANO MIGUEL
SE1205;1;LUN;09:30;11:20;Regular;QUIROS VALVERDE RODRIGO
SE1205;2;MAR;07:30;09:20;Regular;LOAIZA SOTO BIERY
SE1205;3;MAR;13:00;14:50;Regular;MENDEZ GAMBOA ROSAURA
SE1205;4;MIE;07:30;09:20;Regular;QUIROS VALVERDE RODRIGO
SE1205;5;MIE;09:30;11:20;Regular;CABRERA ARAYA GUSTAVO ALCIDES
SE1205;6;JUE;07:30;09:20;Regular;QUIROS VALVERDE RODRIGO
SE1205;7;JUE;09:30;11:20;Regular;VEGA AGUERO JORGE
SE1206;1;MAR;09:30;11:20;Regular;LORIA SOLANO JOHNNY
SE1206;2;MAR;09:30;11:20;Regular;ORTEGA ARTAVIA JHONNY
SE1206;3;MIE;09:30;11:20;Regular;MENDEZ GAMBOA ROSAURA
SE1206;4;VIE;07:30;09:20;Regular;VEGA AGUERO JORGE
SE1206;5;LUN;07:30;09:20;Regular;VEGA AGUERO JORGE
SE1206;6;VIE;13:00;14:50;Regular;TRAVIESO RODRIGUEZ ALBERTO
SE1209;1;LUN;07:30;09:20;Regular;MENDEZ SOLANO MIGUEL
SE1209;2;MAR;09:30;11:20;Regular;VEGA AGUERO JORGE
SE1209;3;MIE;07:30;09:20;Regular;MENDEZ SOLANO MIGUEL
SE1209;4;VIE;09:30;11:20;Regular;VEGA AGUERO JORGE
SE1218;1;MAR;09:30;11:20;Virtual;CORDERO MAROTO NELSON
SE1219;1;LUN;07:30;09:20;Regular;CABRERA ARAYA GUSTAVO ALCIDES
SE1219;2;MAR;15:00;16:50;Regular;MARIN VARGAS FABIAN
SE1221;1;MAR;09:30;11:20;Regular;JIMENEZ JIMENEZ DANIEL
SE1222;1;MIE;09:30;11:20;Regular;ORTEGA ARTAVIA JHONNY
SE1222;2;VIE;09:30;11:20;Regular;ORTEGA ARTAVIA JHONNY
